productName,caseID,_loan.loanType,_loan.subLoanType,_loan.loanPurposeBot,_customerInfo.titleName,gender,_customerInfo.maritalStatus,_customerInfo.educationLevel,_customerInfo.residenceStatus,_customerInfo.residenceType,_loan.loanPurpose,_loan.loanRequest,_occupation.incomeAmount,_credit.expenseAmount,_customerInfo.childAmount,_customerInfo.childWorkedAmount,_occupation.periodMonth,_customerInfo.residencePeriodMonth,scheduleSettings.repaymentInstallments,_customerInfo.nationalIdNumber,_occupation.periodYear,_occupation.employType,_occupation.type,_occupation.subType,birthDate,firstName,lastName,_loan.requestDate,_loan.loanApplicationNumber
test.aScore,2323c0bc-0324-41e9-b1e5-7caaca58f25a,7900,30001,15003,2101,M,W,2,07,04,12104,26763.99192,26142.82856,21766.52586,1,1,59,314,12,3100100380241,0,FREELANCE,08,16,893335689,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,8533628d-d0e9-4019-af92-59f17053d539,7900,30001,15003,2101,M,SP,8,02,05,12104,20114.6514,9489.133755,7824.113329,3,1,394,395,6,3100100380241,0,FREELANCE,06,30,-7022597,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,4fd92547-61bb-413a-a241-0d5bff8fcdfc,7900,30001,15003,2103,F,W,7,09,01,12104,19360.50749,18517.84483,15482.14832,1,1,446,418,24,3100100380241,0,FREELANCE,08,35,-93476530,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,0549f70a-8cb7-49fa-94a9-25665ded0243,7900,30001,15003,2101,M,MN,7,04,04,12104,41510.31818,9604.600766,7619.44914,2,2,340,379,18,3100100380241,0,FREELANCE,08,26,189666740,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,b6e3c663-0947-4e1a-84a1-585f7088f7bf,7900,30001,15003,2102,F,M,7,05,06,12104,89119.62961,93781.61435,74435.79216,1,1,392,343,24,3100100380241,0,FREELANCE,08,35,40961982,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,b7625669-6f58-476d-bb40-1dcc689d047a,7900,30001,15003,2102,F,S,4,03,99,12104,12992.81327,22844.01925,19587.37919,2,1,220,402,24,3100100380241,0,FREELANCE,08,31,461354358,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,b59cfdd6-fd82-47d9-bc9d-7fa1341511f4,7900,30001,15003,2103,F,W,6,03,01,12104,38863.68516,19624.41533,15482.75008,1,1,337,361,12,3100100380241,0,FREELANCE,06,30,191311485,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,9beeecd4-81f4-482b-b194-34dac9e20c47,7900,30001,15003,2102,F,SP,9,04,04,12104,37749.86822,82721.79281,58331.71185,0,0,1,240,12,3100100380241,0,FREELANCE,06,21,1086170340,Somsak,somsri,1718669312,TEST-ASCORE-000001
test.aScore,ba8e2d1b-6990-4231-858f-bdc6a45f10e9,7900,30001,15003,2103,F,W,7,06,01,12104,66532.57003,94800.8306,68162.33454,2,2,172,251,24,3100100380241,0,FREELANCE,07,07,589848782,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,0541b48c-e9cd-42b1-971c-a3e8808df2dc,7900,30001,15003,2102,F,M,5,05,03,12104,16010.16706,51124.22068,39894.5776,0,0,156,414,24,3100100380241,0,FREELANCE,06,06,629668504,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,23fb0ef9-e6db-4d87-9d5e-5b96eb28d181,7900,30001,15003,2101,M,W,1,06,06,12104,33522.38961,26688.7806,22529.22607,2,2,366,368,18,3100100380241,0,FREELANCE,06,15,95661606,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,292945b2-261a-4c02-98a7-04b76f207a76,7900,30001,15003,2101,M,SP,4,03,04,12104,42606.07112,18556.11113,16652.06835,4,0,424,375,24,3100100380241,0,FREELANCE,08,26,-53174987,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,6b7c09fe-6c30-4287-a15c-a7b603afe0fa,7900,30001,15003,2103,F,W,7,06,01,12104,67037.1748,42419.87492,35258.40154,1,0,54,312,6,3100100380241,0,FREELANCE,08,35,897236655,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,24238d12-dec6-40dc-bdd3-bc514462db5d,7900,30001,15003,2102,F,W,3,99,99,12104,24244.64497,16424.32818,12695.65766,1,0,367,336,18,3100100380241,0,FREELANCE,08,08,115349344,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,0b713498-2ebc-415a-a8e1-60e780c454ed,7900,30001,15003,2102,F,S,1,06,03,12104,40513.27611,45329.54717,34710.96921,2,2,340,341,6,3100100380241,0,FREELANCE,08,31,191710532,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,a04242d5-78ac-4224-9211-9946ff7a926b,7900,30001,15003,2102,F,MN,7,07,04,12104,61064.88211,69854.01266,51591.90004,0,0,171,411,6,3100100380241,0,FREELANCE,08,31,636546461,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,73c76c15-8f63-4924-a5ef-7eda19d8650e,7900,30001,15003,2101,M,MN,3,99,05,12104,84841.59523,75450.77877,53573.77285,0,0,142,392,24,3100100380241,0,FREELANCE,06,34,687188160,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,ce5e720f-ebaa-4c7d-b10b-ee5b972432a7,7900,30001,15003,2101,M,S,1,99,02,12104,98488.74181,50861.00179,41954.97607,1,0,29,275,24,3100100380241,0,FREELANCE,06,21,995575860,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,43f930aa-1205-445e-a4ce-fc915b9f14ca,7900,30001,15003,2101,M,W,3,06,03,12104,28754.56709,17130.78457,13692.61138,1,0,16,256,6,3100100380241,0,FREELANCE,06,15,1043453227,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,cb4fe9fd-6be0-4574-9653-69fe05890cbc,7900,30001,15003,2101,M,S,1,02,06,12104,29138.23228,10663.06572,8590.335275,0,0,384,233,6,3100100380241,0,FREELANCE,06,15,49838500,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,7110332d-b773-47ae-aab8-8652ae98d313,7900,30001,15003,2101,M,W,6,02,03,12104,36043.61781,10207.13783,8093.308701,2,2,219,462,6,3100100380241,0,FREELANCE,06,15,502703045,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,573b3222-4a2a-4825-b6f7-4c19e0343c04,7900,30001,15003,2101,M,SP,6,08,03,12104,45771.50177,42291.7367,33637.2158,1,1,400,278,12,3100100380241,0,FREELANCE,06,30,4804255,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,7d097133-57b3-4964-b4be-b8fb47c87f55,7900,30001,15003,2103,F,S,1,01,03,12104,14295.99301,67136.3307,53448.90909,0,0,140,362,24,3100100380241,0,FREELANCE,06,30,683048723,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,dc4db323-0bc1-4add-97ec-7beea6811ba2,7900,30001,15003,2103,F,M,6,06,03,12104,27905.08825,72648.10794,64893.18633,2,2,374,298,6,3100100380241,0,FREELANCE,08,22,66092364,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,11f5ac99-65cb-40f0-bd1e-87239547c64f,7900,30001,15003,2102,F,MN,1,01,04,12104,32568.28681,18552.01259,16168.91315,1,0,54,304,12,3100100380241,0,FREELANCE,07,07,919495669,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,db63ece0-d903-4690-8c24-4dc6afffedec,7900,30001,15003,2103,F,M,3,02,06,12104,27005.25504,10321.19895,8794.373056,1,1,204,353,18,3100100380241,0,FREELANCE,07,07,517313896,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,e3a47a96-b406-4d2c-b20f-01957200a833,7900,30001,15003,2103,F,MN,9,04,03,12104,39152.05456,26477.68898,23292.05107,2,0,437,420,24,3100100380241,0,FREELANCE,08,22,-105222696,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,e7a387c5-e867-403f-aba3-838cdc169a59,7900,30001,15003,2101,M,S,2,07,01,12104,43458.67776,94117.90588,77222.99401,1,0,321,321,6,3100100380241,0,FREELANCE,07,07,228870059,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,869a2e57-a57a-4c68-81b9-0162c6817ce8,7900,30001,15003,2103,F,SP,4,01,99,12104,17595.3678,11926.69886,9274.676334,2,2,378,335,24,3100100380241,0,FREELANCE,08,26,-10446520,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,d80ab0b3-1438-4222-9908-b9ecbc8aaa1a,7900,30001,15003,2103,F,W,6,99,05,12104,44287.34578,8147.581521,6960.578625,0,0,1,264,12,3100100380241,0,FREELANCE,07,07,1023915191,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,c010edb3-5c89-44fc-b96e-e9814afa5d0c,7900,30001,15003,2103,F,W,2,01,03,12104,30105.09215,81039.34173,67613.90523,1,1,36,287,24,3100100380241,0,FREELANCE,07,07,962389510,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,35fb3642-7ab5-4874-a374-3a040aef794b,7900,30001,15003,2102,F,MN,4,04,05,12104,43210.26569,16742.12178,13957.09395,1,0,396,510,12,3100100380241,0,FREELANCE,06,06,32791550,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,669c6b01-84e7-408c-81fa-951696368353,7900,30001,15003,2102,F,M,8,09,01,12104,17919.40965,25013.79006,16924.24798,0,0,315,370,24,3100100380241,0,FREELANCE,06,34,231953021,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,4c8e4d0c-8cf7-477b-9eec-3150f1474a18,7900,30001,15003,2103,F,W,4,99,01,12104,87850.45438,69874.89264,55390.36214,1,0,363,286,18,3100100380241,0,FREELANCE,07,07,69111120,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,e4cecd58-60cf-45db-918a-9b64e6b003b0,7900,30001,15003,2102,F,SP,6,03,06,12104,65093.63819,83079.61064,66259.89833,0,0,263,373,12,3100100380241,0,FREELANCE,08,31,392670891,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,0ac93fc0-e5a5-45b8-8392-8f5500782303,7900,30001,15003,2102,F,M,4,07,01,12104,50467.27774,46029.41541,39835.26003,0,0,330,419,12,3100100380241,0,FREELANCE,08,31,128524768,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,363b1738-e686-4120-a1a8-30517500fe80,7900,30001,15003,2102,F,M,9,08,05,12104,40977.31015,78106.67987,66581.46223,0,0,437,430,6,3100100380241,0,FREELANCE,08,08,-66080565,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,464789a5-ea33-48c4-a447-288cfeb4b987,7900,30001,15003,2101,M,SP,8,09,05,12104,41350.07851,64228.4113,53507.43952,1,0,197,328,24,3100100380241,0,FREELANCE,08,31,553484409,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,1509ed05-2102-411d-85e1-a7caf1b90b75,7900,30001,15003,2102,F,M,1,03,04,12104,38522.26608,62396.5191,50101.23654,0,0,339,328,6,3100100380241,0,FREELANCE,08,26,109523895,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,ec7e58c2-4793-4a25-b8c8-4fe15dcd68ae,7900,30001,15003,2102,F,W,2,07,04,12104,69911.42893,34341.07536,26743.43413,3,2,319,462,24,3100100380241,0,FREELANCE,06,06,210198118,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,9158263f-7737-43c4-9575-972b33bbebe5,7900,30001,15003,2102,F,M,9,04,01,12104,39146.74231,24796.50029,20298.34692,2,2,93,339,6,3100100380241,0,FREELANCE,06,15,818703207,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,814ff91b-bc13-4844-9cce-383f4dcf1b70,7900,30001,15003,2101,M,W,4,02,03,12104,37351.08136,21571.15673,19051.63599,1,1,196,387,12,3100100380241,0,FREELANCE,08,35,562583711,Somsak,somsri,1718669313,TEST-ASCORE-000001
test.aScore,f248bae0-e410-4578-becc-81b939a2947e,7900,30001,15003,2103,F,SP,6,01,03,12104,26436.797,11816.71559,10472.76511,2,1,403,465,12,3100100380241,0,FREELANCE,08,26,15988093,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,8ab6349a-8d73-4db6-9fd1-e9b110b9edca,7900,30001,15003,2101,M,W,8,99,03,12104,21984.44792,8896.103732,7822.585637,1,1,100,354,6,3100100380241,0,FREELANCE,06,15,785896055,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,d5c667a3-23f5-4366-8235-e5f8e15891e0,7900,30001,15003,2103,F,MN,7,99,06,12104,21944.81,17254.10938,13791.97729,1,0,361,357,24,3100100380241,0,FREELANCE,06,15,116829201,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,cdaee1f0-e11a-4e09-9285-2ce2a3f40b7c,7900,30001,15003,2101,M,M,3,06,99,12104,22688.42205,30449.01353,25867.46124,1,0,291,387,6,3100100380241,0,FREELANCE,08,31,308261882,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,68122df3-4853-4ade-a606-05ca484be85a,7900,30001,15003,2101,M,S,7,03,04,12104,77296.00784,58723.54092,43651.70462,2,0,304,400,18,3100100380241,0,FREELANCE,08,16,264195819,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,d27a5d9e-a153-4df0-8b26-168f6473f392,7900,30001,15003,2101,M,M,4,05,02,12104,28064.83062,11551.47032,8985.710096,1,0,397,262,6,3100100380241,0,FREELANCE,06,34,25472030,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,f5a7b5c6-3a3e-46be-a36e-1eaceb837468,7900,30001,15003,2101,M,S,7,04,03,12104,24168.41915,12324.14244,9072.850348,1,0,451,314,18,3100100380241,0,FREELANCE,08,31,-117539745,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,71e7f503-6ee6-44d5-aa7e-50f7a8f0ae23,7900,30001,15003,2101,M,MN,4,04,01,12104,14886.46536,14575.78527,11760.305,0,0,356,321,18,3100100380241,0,FREELANCE,06,30,76494527,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,8f501ea9-f240-4611-a32a-b63be11e3734,7900,30001,15003,2101,M,W,6,08,01,12104,29074.31538,15773.43487,13380.96715,2,1,10,259,24,3100100380241,0,FREELANCE,06,30,1037242414,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,a3f0e9ee-1b90-42ff-9224-7ff0d234eb78,7900,30001,15003,2101,M,W,8,02,06,12104,23151.44821,21317.06341,18223.70771,1,0,351,443,12,3100100380241,0,FREELANCE,08,26,100822381,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,67befa22-b529-44f7-8540-dc761ad8c2f5,7900,30001,15003,2103,F,M,8,02,99,12104,21021.93869,21168.55602,15180.64835,3,1,113,300,24,3100100380241,0,FREELANCE,08,16,782121071,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,0f08161e-bce4-461a-8d05-960afc777d0f,7900,30001,15003,2103,F,S,2,99,99,12104,33371.33561,14583.68703,11801.14459,1,0,469,283,6,3100100380241,0,FREELANCE,08,35,-153111227,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,47e17f41-c2c5-40cf-828f-b7ea6172fbdb,7900,30001,15003,2101,M,MN,1,07,05,12104,14229.84203,15835.18316,12000.81923,0,0,85,336,6,3100100380241,0,FREELANCE,06,21,833546101,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,0095d8ec-5559-4b1a-aaff-73722b93a111,7900,30001,15003,2103,F,MN,3,03,03,12104,58972.42426,86858.1794,68106.06336,2,0,74,332,24,3100100380241,0,FREELANCE,06,34,844046171,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,136fa92b-c7cd-4821-859c-439523779e1a,7900,30001,15003,2103,F,S,3,05,06,12104,32085.26944,18889.8653,14354.98744,0,0,280,361,12,3100100380241,0,FREELANCE,08,31,326570184,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,907751c8-dbad-4dd3-9708-b25788ca7355,7900,30001,15003,2101,M,W,1,01,02,12104,24900.12416,24345.67896,20334.8757,0,0,1,257,12,3100100380241,0,FREELANCE,06,06,1042139622,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,7046e069-9e3b-4e0e-903f-d199b254e2bb,7900,30001,15003,2102,F,W,8,04,06,12104,13844.65191,12157.58333,9730.719736,0,0,106,327,12,3100100380241,0,FREELANCE,08,35,802860441,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,55180726-193c-4abf-91b0-62db4517f1c1,7900,30001,15003,2101,M,M,2,07,02,12104,16748.00102,75696.93357,58261.65512,1,0,16,264,18,3100100380241,0,FREELANCE,06,15,1023719056,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,ce476fa6-0102-465a-ad81-fd36c077e6c5,7900,30001,15003,2101,M,SP,1,07,06,12104,68646.35094,56478.96379,44776.63294,0,0,430,305,12,3100100380241,0,FREELANCE,08,08,-73706518,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,410fa8b2-c77e-435f-b75d-c1b70ebe880a,7900,30001,15003,2101,M,SP,9,05,06,12104,10525.49859,57074.74481,47643.53985,1,0,427,273,24,3100100380241,0,FREELANCE,08,26,-34655245,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,16791475-fb65-448d-b9f6-ddd240461d80,7900,30001,15003,2103,F,S,4,02,01,12104,33974.95649,84857.20032,63641.00897,2,1,331,340,24,3100100380241,0,FREELANCE,06,21,205148067,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,e65bb5b7-02e4-43e4-8c26-5bd470dcff44,7900,30001,15003,2103,F,W,4,07,99,12104,31843.60378,15084.31563,11799.98564,1,1,320,327,6,3100100380241,0,FREELANCE,07,07,186827902,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,ffa041d6-75a8-4f82-9cfc-87b2ceb979a8,7900,30001,15003,2103,F,W,1,05,03,12104,32268.8141,13333.72371,10904.68774,0,0,61,350,18,3100100380241,0,FREELANCE,06,21,798563350,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,c6fb8f23-4b6a-4f50-90c9-dcb6fa90fc70,7900,30001,15003,2103,F,S,3,03,01,12104,39712.8602,19418.2335,15153.22457,0,0,257,362,12,3100100380241,0,FREELANCE,06,34,369890109,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,2f7daaa1-8b1d-410d-b936-566083e67400,7900,30001,15003,2102,F,M,2,05,06,12104,30613.18036,11009.30319,8888.828025,0,0,131,408,12,3100100380241,0,FREELANCE,08,31,644322447,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,aeb464a2-c21f-4663-b193-dc39eb3aa04d,7900,30001,15003,2101,M,W,3,99,01,12104,32936.86863,78338.30377,65667.18851,1,1,304,396,6,3100100380241,0,FREELANCE,07,07,265417032,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,122443e0-5973-4471-979e-463605308de9,7900,30001,15003,2103,F,S,6,01,04,12104,19135.88134,67110.85044,53186.89175,1,0,131,333,12,3100100380241,0,FREELANCE,08,31,728074118,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,9af6568d-38e1-4c55-ade7-0c2ef8cda69d,7900,30001,15003,2103,F,M,3,09,03,12104,38256.56194,88411.37747,65900.52539,0,0,1,270,12,3100100380241,0,FREELANCE,06,21,1008404511,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,658d66b4-ad97-4fbf-8d3a-17d80715865c,7900,30001,15003,2102,F,MN,4,99,02,12104,65723.5278,55287.94487,42807.76913,0,0,397,343,18,3100100380241,0,FREELANCE,06,34,42050595,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,f98979f6-7f18-4beb-b532-7e729146b5dc,7900,30001,15003,2101,M,M,8,99,03,12104,42635.77541,77250.48973,57899.41716,1,0,171,394,24,3100100380241,0,FREELANCE,08,26,592707379,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,40913f30-b45f-4448-9b86-145d5728fc4e,7900,30001,15003,2103,F,M,5,03,04,12104,14995.93106,8965.58426,7434.940403,2,0,10,256,24,3100100380241,0,FREELANCE,06,30,1045314912,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,f254006b-6824-41ca-bb92-78a9f86c8b74,7900,30001,15003,2103,F,M,8,08,06,12104,31289.86155,24181.99599,17887.34083,1,0,43,298,24,3100100380241,0,FREELANCE,06,15,934785243,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,533f1384-c228-40c5-b4d5-15450bfd7397,7900,30001,15003,2103,F,SP,5,02,04,12104,31382.08105,26499.08596,21872.143,0,0,406,342,12,3100100380241,0,FREELANCE,06,06,15375883,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,8cdac4a3-27d0-4cfc-932c-da4f7b813f59,7900,30001,15003,2103,F,MN,3,09,01,12104,89967.27943,30448.41203,24601.3003,0,0,413,419,12,3100100380241,0,FREELANCE,08,22,-30330890,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,d2ae13be-e838-47cd-bd14-97f61836772a,7900,30001,15003,2102,F,SP,2,01,02,12104,42990.28839,89157.87143,75069.14187,0,0,274,460,12,3100100380241,0,FREELANCE,06,30,309117206,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,494773e4-dacf-4bcd-b515-f1e8560be911,7900,30001,15003,2103,F,M,4,05,02,12104,32845.11472,53541.66141,42525.0865,1,0,107,266,18,3100100380241,0,FREELANCE,06,06,794101023,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,372b3f83-f6ba-475e-b9c4-67dcf7697249,7900,30001,15003,2101,M,M,7,99,02,12104,40158.65145,80798.12169,63223.0513,0,0,208,355,6,3100100380241,0,FREELANCE,08,22,419990480,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,26fdfc7f-0ded-40be-b781-08b3fe793a67,7900,30001,15003,2102,F,SP,3,01,03,12104,32966.08746,26575.40619,20290.28262,0,0,475,367,6,3100100380241,0,FREELANCE,06,06,-172308259,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,8e25b707-ced9-4795-84a3-6da83c7f31e1,7900,30001,15003,2103,F,M,7,06,04,12104,87561.99144,91569.28191,77193.08845,2,2,175,268,6,3100100380241,0,FREELANCE,06,30,610770050,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,e09aebb7-89f7-46a3-9d88-7b66077fa562,7900,30001,15003,2101,M,SP,8,04,99,12104,36497.26262,32278.77218,27967.20317,1,0,72,329,18,3100100380241,0,FREELANCE,08,31,852845852,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,5c56fcd9-bff9-49a6-aaca-b51d2b43ce6a,7900,30001,15003,2103,F,SP,9,99,05,12104,14450.08979,27130.64165,20336.73694,1,0,172,413,24,3100100380241,0,FREELANCE,06,34,633209205,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,77193eaa-fb11-4311-be8f-9047b7d55acd,7900,30001,15003,2101,M,SP,3,06,02,12104,29781.74683,18062.42916,14524.91636,3,1,33,275,6,3100100380241,0,FREELANCE,06,34,995716511,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,d6d2997e-4758-41e6-896f-46d2aad3c5ef,7900,30001,15003,2103,F,M,9,05,99,12104,41789.00499,76047.34115,58295.50972,3,1,174,254,6,3100100380241,0,FREELANCE,07,07,555034496,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,dc19cae1-1c84-455e-aabc-4c5e3f6f7ca2,7900,30001,15003,2103,F,S,6,02,01,12104,12804.05696,13114.5578,10559.85337,0,0,432,226,6,3100100380241,0,FREELANCE,08,35,-61119556,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,c06dfcc4-c354-4c2d-b756-152f5ac3b6b0,7900,30001,15003,2103,F,MN,4,02,04,12104,40343.32862,8603.012248,7433.602357,0,0,402,366,6,3100100380241,0,FREELANCE,08,16,5555598,Somsak,somsri,1718669314,TEST-ASCORE-000001
test.aScore,08bd48f4-2b93-48d6-9734-84bc9e6778f4,7900,30001,15003,2101,M,SP,4,07,05,12104,14766.99918,26796.61144,22540.80055,0,0,221,426,12,3100100380241,0,FREELANCE,08,16,495362149,Somsak,somsri,1718669314,TEST-ASCORE-000001
